Title,Author,ISBN,Genre,Description,CoverUrl,RentalPrice,Copies
"Aphrodite (ancient manners)","Pierre Louÿs",1589638131,"History","A book about history.",https://covers.openlibrary.org/b/id/9010679-L.jpg,4.99,3
"The years","Virginia Woolf",9781784872,"History","A book about history.",https://covers.openlibrary.org/b/id/116636-L.jpg,3.99,1
"Loving","Danielle Steel",9785237016,"History","A book about history.",https://covers.openlibrary.org/b/id/373764-L.jpg,9.99,3
"The Daughter of Time","Josephine Tey",9782264036,"History","A book about history.",https://covers.openlibrary.org/b/id/6485299-L.jpg,9.99,2
"Sozialgeschichte der Kunst und Literatur","Arnold Hauser",0710046294,"History","A book about history.",https://covers.openlibrary.org/b/id/8388010-L.jpg,2.99,1
"Georg Baselitz","Georg Baselitz",1878283677,"Art","A book about art.",https://covers.openlibrary.org/b/id/3026795-L.jpg,3.99,6
"Alberto Giacometti","Alberto Giacometti",0275466509,"Art","A book about art.",https://covers.openlibrary.org/b/id/8242268-L.jpg,4.99,6
"Arnulf Rainer","Arnulf Rainer",3851270053,"Art","A book about art.",https://covers.openlibrary.org/b/id/5534748-L.jpg,9.99,3
"Joseph Beuys","Joseph Beuys",3921629063,"Art","A book about art.",https://covers.openlibrary.org/b/id/4878439-L.jpg,3.99,5
"The Collector","John Fowles",3499159961,"Art","A book about art.",https://covers.openlibrary.org/b/id/3329936-L.jpg,4.99,2
"Toulouse-Lautrec","Henri de Toulouse-Lautrec",1883015332,"Art","A book about art.",https://covers.openlibrary.org/b/id/1030644-L.jpg,3.99,1
"Matisse","Henri Matisse",0714818046,"Art","A book about art.",https://covers.openlibrary.org/b/id/2178063-L.jpg,2.99,7
"Julian Schnabel","Julian Schnabel",9783865603,"Art","A book about art.",https://covers.openlibrary.org/b/id/4018669-L.jpg,4.99,5
"Fernand Léger","Fernand Léger",3791308688,"Art","A book about art.",https://covers.openlibrary.org/b/id/2139016-L.jpg,5.99,3
"Kandinsky","Wassily Kandinsky",0892070447,"Art","A book about art.",https://covers.openlibrary.org/b/id/8246223-L.jpg,4.99,3
"Miró","Joan Miró",9780810946,"Art","A book about art.",https://covers.openlibrary.org/b/id/1534153-L.jpg,3.99,1
"Anselm Kiefer","Anselm Kiefer",3883750506,"Art","A book about art.",https://covers.openlibrary.org/b/id/720696-L.jpg,3.99,2
"Christo","Christo",0810944022,"Art","A book about art.",https://covers.openlibrary.org/b/id/4899103-L.jpg,3.99,2
"History of art","H. W. Janson",0133884481,"Art","A book about art.",https://covers.openlibrary.org/b/id/10075231-L.jpg,5.99,4
"Cy Twombly","Cy Twombly",9781933045,"Art","A book about art.",https://covers.openlibrary.org/b/id/2078531-L.jpg,2.99,3
"Botero: La corrida","Fernando Botero",0847820645,"Art","A book about art.",https://covers.openlibrary.org/b/id/643954-L.jpg,1.99,1
"La tabla de Flandes","Arturo Pérez-Reverte",1860462057,"Art","A book about art.",https://covers.openlibrary.org/b/id/7413238-L.jpg,7.99,3
"Chagall","Marc Chagall",2850250155,"Art","A book about art.",https://covers.openlibrary.org/b/id/1255947-L.jpg,4.99,2
"Art history","Marilyn Stokstad",0131954512,"Art","A book about art.",https://covers.openlibrary.org/b/id/596109-L.jpg,3.99,3
"Donald Judd","Donald Judd",3893221689,"Art","A book about art.",https://covers.openlibrary.org/b/id/4875322-L.jpg,4.99,3
"Letters of note","Shaun Usher",9781782112,"Art","A book about art.",https://covers.openlibrary.org/b/id/11502972-L.jpg,1.99,2
"""Surely You're Joking, Mr. Feynman""","Richard Phillips Feynman",3492030181,"Art","A book about art.",https://covers.openlibrary.org/b/id/9274698-L.jpg,4.99,3
"Karel Appel","Karel Appel",1878034006,"Art","A book about art.",https://covers.openlibrary.org/b/id/2288521-L.jpg,9.99,2
"Fernando Botero","Fernando Botero",9783257260,"Art","A book about art.",https://covers.openlibrary.org/b/id/5253386-L.jpg,2.99,1
"The Goldfinch","Donna Tartt",9780804173,"Art","A book about art.",https://covers.openlibrary.org/b/id/8771366-L.jpg,9.99,5
"Sean Scully","Sean Scully",9781904288,"Art","A book about art.",https://covers.openlibrary.org/b/id/1261361-L.jpg,3.99,2
"Albrecht Dürer","Albrecht Dürer",3897572559,"Art","A book about art.",https://covers.openlibrary.org/b/id/2238204-L.jpg,5.99,1
"Trackers","Sarah Fleming",0198383207,"Art","A book about art.",https://covers.openlibrary.org/b/id/2331660-L.jpg,2.99,1
"Tirukkur̲aḷ","Tiruvaḷḷuvar.",0144000091,"Art","A book about art.",https://covers.openlibrary.org/b/id/4885401-L.jpg,1.99,3
"Edition 1","Thomson Gale",9783110976,"Art","A book about art.",https://covers.openlibrary.org/b/id/8146664-L.jpg,9.99,3
"Kenneth Noland","Kenneth Noland",0892070099,"Art","A book about art.",https://covers.openlibrary.org/b/id/5481731-L.jpg,7.99,2
"The Kingdom of God Is Within You","Лев Толстой",0374501602,"Art","A book about art.",https://covers.openlibrary.org/b/id/767594-L.jpg,4.99,1
"Käthe Kollwitz","Käthe Kollwitz",0394519485,"Art","A book about art.",https://covers.openlibrary.org/b/id/2249361-L.jpg,3.99,3
"Art","Frederick Hartt",0810902648,"Art","A book about art.",https://covers.openlibrary.org/b/id/6793480-L.jpg,5.99,2
"Lucian Freud","Lucian Freud",0728700085,"Art","A book about art.",https://covers.openlibrary.org/b/id/3252945-L.jpg,4.99,1
"Ellsworth Kelly","Ellsworth Kelly",3791312197,"Art","A book about art.",https://covers.openlibrary.org/b/id/1026799-L.jpg,2.99,5
"Calder","Alexander Calder",0670112194,"Art","A book about art.",https://covers.openlibrary.org/b/id/8425906-L.jpg,2.99,2
"Georgia O'Keeffe","Georgia O'Keeffe",0943411491,"Art","A book about art.",https://covers.openlibrary.org/b/id/4653766-L.jpg,4.99,1
"Gerhard Richter","Gerhard Richter",0892072636,"Art","A book about art.",https://covers.openlibrary.org/b/id/927973-L.jpg,2.99,5
"Niki de Saint Phalle","Niki de Saint-Phalle",2831303761,"Art","A book about art.",https://covers.openlibrary.org/b/id/2240737-L.jpg,4.99,2
"Robert Rauschenberg","Robert Rauschenberg",9783791345,"Art","A book about art.",https://covers.openlibrary.org/b/id/4208993-L.jpg,2.99,1
"Bruce Nauman","Bruce Nauman",3720400360,"Art","A book about art.",https://covers.openlibrary.org/b/id/5166986-L.jpg,2.99,1
"Stephan Balkenhol","Stephan Balkenhol",8445330144,"Art","A book about art.",https://covers.openlibrary.org/b/id/3159758-L.jpg,1.99,3
"Just Kids","Patti Smith",9780066211,"Art","A book about art.",https://covers.openlibrary.org/b/id/6671097-L.jpg,3.99,7
"The artist's way","Julia Cameron",9501603652,"Art","A book about art.",https://covers.openlibrary.org/b/id/10840008-L.jpg,7.99,5
"Odilon Redon","Odilon Redon",0865591253,"Art","A book about art.",https://covers.openlibrary.org/b/id/2238413-L.jpg,9.99,3
"Gardner's Art Through the Ages","Fred S. Kleiner",9780495915,"Art","A book about art.",https://covers.openlibrary.org/b/id/8752460-L.jpg,2.99,2
"Giuseppe Penone","Giuseppe Penone",8877571756,"Art","A book about art.",https://covers.openlibrary.org/b/id/2275192-L.jpg,2.99,16
"Kandy-Kolored Tangerine-Flake Streamlined Baby","Tom Wolfe",9780671811,"Art","A book about art.",https://covers.openlibrary.org/b/id/195327-L.jpg,5.99,1
"Brian Wildsmith's Animal Colors","Brian Wildsmith",9781595721,"Art","A book about art.",https://covers.openlibrary.org/b/id/2123757-L.jpg,9.99,3
"The dance of Shiva","Ananda Coomaraswamy",0374500320,"Art","A book about art.",https://covers.openlibrary.org/b/id/6885985-L.jpg,9.99,2
"Meret Oppenheim","Meret Oppenheim",3908161088,"Art","A book about art.",https://covers.openlibrary.org/b/id/3823696-L.jpg,3.99,4
"Richard Long","Long, Richard",0500234671,"Art","A book about art.",https://covers.openlibrary.org/b/id/590258-L.jpg,2.99,4
"William Kentridge","William Kentridge",0810942283,"Art","A book about art.",https://covers.openlibrary.org/b/id/5433160-L.jpg,3.99,3
"Jeff Koons","Jeff Koons",0974424919,"Art","A book about art.",https://covers.openlibrary.org/b/id/1649592-L.jpg,4.99,1
"The dot","Peter H. Reynolds",0763619612,"Art","A book about art.",https://covers.openlibrary.org/b/id/516041-L.jpg,5.99,1
"The Green Man","Kingsley Amis",0140130438,"Art","A book about art.",https://covers.openlibrary.org/b/id/696658-L.jpg,2.99,4
"The Tate Gallery","Tate Gallery.",1854371649,"Art","A book about art.",https://covers.openlibrary.org/b/id/4811212-L.jpg,2.99,13
"Diego Rivera","Diego Rivera",8493612332,"Art","A book about art.",https://covers.openlibrary.org/b/id/14382271-L.jpg,2.99,19
"Franz West","Franz West",3883757268,"Art","A book about art.",https://covers.openlibrary.org/b/id/1034749-L.jpg,4.99,7
"Jenny Holzer","Jenny Holzer",9781616237,"Art","A book about art.",https://covers.openlibrary.org/b/id/4076245-L.jpg,5.99,3
"The stones of Florence","Mary McCarthy",0434461040,"Art","A book about art.",https://covers.openlibrary.org/b/id/4174316-L.jpg,4.99,10
"Poems","Charles Baudelaire",0856461512,"Art","A book about art.",https://covers.openlibrary.org/b/id/4145973-L.jpg,2.99,4
"Chuck Close","Chuck Close",0870700669,"Art","A book about art.",https://covers.openlibrary.org/b/id/2275880-L.jpg,5.99,1
"The Hare With Amber Eyes A Hidden Inheritance","Edmund De Waal",9780099539,"Art","A book about art.",https://covers.openlibrary.org/b/id/7657389-L.jpg,7.99,4
"Film Studies","Amy Villarejo",9780415584,"Art","A book about art.",https://covers.openlibrary.org/b/id/1218567-L.jpg,3.99,6
"Tiziano","Titian",0894681540,"Art","A book about art.",https://covers.openlibrary.org/b/id/1026784-L.jpg,1.99,3
"Cindy Sherman","Cindy Sherman",9780500279,"Art","A book about art.",https://covers.openlibrary.org/b/id/4875250-L.jpg,4.99,11
"Extras","Scott Westerfeld",9782266182,"Art","A book about art.",https://covers.openlibrary.org/b/id/1787209-L.jpg,9.99,7
"Marcel Duchamp","Marcel Duchamp",0916758133,"Art","A book about art.",https://covers.openlibrary.org/b/id/2238161-L.jpg,3.99,4
"L'Encyclopedie Art Des Textiles","Denis Diderot",9782914239,"Art","A book about art.",https://covers.openlibrary.org/b/id/8383127-L.jpg,4.99,1
"Education Through Art","Herbert Edward Read",0394706404,"Art","A book about art.",https://covers.openlibrary.org/b/id/9293262-L.jpg,2.99,2
"Marlene Dumas","Marlene Dumas",9781770093,"Art","A book about art.",https://covers.openlibrary.org/b/id/5427107-L.jpg,9.99,3
"Masterclass","Morris West",0708985262,"Art","A book about art.",https://covers.openlibrary.org/b/id/7354879-L.jpg,1.99,3
"Kokoschka","Oskar Kokoschka",0600353052,"Art","A book about art.",https://covers.openlibrary.org/b/id/596947-L.jpg,4.99,2
"John Baldessari","John Baldessari",3883759392,"Art","A book about art.",https://covers.openlibrary.org/b/id/1676836-L.jpg,2.99,3
"Analysing Architecture","Simon Unwin",0415306841,"Art","A book about art.",https://covers.openlibrary.org/b/id/4304652-L.jpg,9.99,4
"Peter Greenaway","Peter Greenaway",2906571822,"Art","A book about art.",https://covers.openlibrary.org/b/id/4674863-L.jpg,2.99,5
"A Visit from the Goon Squad","Jennifer Egan",9780307592,"Art","A book about art.",https://covers.openlibrary.org/b/id/6452334-L.jpg,7.99,1
"Dieter Roth","Roth, Dieter",0933856172,"Art","A book about art.",https://covers.openlibrary.org/b/id/1261405-L.jpg,1.99,6
"The Quarterly","Gordon Lish",0394746988,"Art","A book about art.",https://covers.openlibrary.org/b/id/4985073-L.jpg,3.99,5
"Renaissance and Modern Art","Helen Gardner",9781111771,"Art","A book about art.",https://covers.openlibrary.org/b/id/8752947-L.jpg,2.99,3
"Commedia dell'arte","John Rudlin",0415047692,"Art","A book about art.",https://covers.openlibrary.org/b/id/3934467-L.jpg,2.99,3
"Andreas Gursky","Andreas Gursky",3888146364,"Art","A book about art.",https://covers.openlibrary.org/b/id/2252968-L.jpg,1.99,4
"The Zombie Survival Guide","Max Brooks",9782253134,"Art","A book about art.",https://covers.openlibrary.org/b/id/745776-L.jpg,4.99,7
"Edward Hopper","Gail Levin",0520214757,"Art","A book about art.",https://covers.openlibrary.org/b/id/253759-L.jpg,9.99,3
"Ms. Hannah is bananas!","Dan Gutman",0060507063,"Art","A book about art.",https://covers.openlibrary.org/b/id/26103-L.jpg,1.99,2
"Gabriel Orozco","Gabriel Orozco",9782844264,"Art","A book about art.",https://covers.openlibrary.org/b/id/5387957-L.jpg,4.99,4
"Opera Aperta","Umberto Eco",7801487540,"Art","A book about art.",https://covers.openlibrary.org/b/id/4061562-L.jpg,5.99,5
"Cai Guo-Qiang","Guoqiang Cai",0947912932,"Art","A book about art.",https://covers.openlibrary.org/b/id/453917-L.jpg,9.99,1
"A Short Course in Photography","Barbara London",9780205982,"Art","A book about art.",https://covers.openlibrary.org/b/id/9779278-L.jpg,3.99,5
"Gustave Moreau","Gustave Moreau",0875870597,"Art","A book about art.",https://covers.openlibrary.org/b/id/4861559-L.jpg,1.99,2
"Keith Haring","Haring, Keith.",3791318152,"Art","A book about art.",https://covers.openlibrary.org/b/id/1035489-L.jpg,2.99,6
"Eva Hesse","Eva Hesse",9780300134,"Art","A book about art.",https://covers.openlibrary.org/b/id/5311461-L.jpg,4.99,3
"The Hidden Order of Art","Anton Ehrenzweig",0520038452,"Art","A book about art.",https://covers.openlibrary.org/b/id/2019773-L.jpg,7.99,3
"Pissarro","Camille Pissarro",0714819611,"Art","A book about art.",https://covers.openlibrary.org/b/id/5721080-L.jpg,3.99,1
"Paul Strand","Paul Strand",9780893817,"Art","A book about art.",https://covers.openlibrary.org/b/id/703565-L.jpg,4.99,3
"Understanding Comics","Scott McCloud",0878162445,"Art","A book about art.",https://covers.openlibrary.org/b/id/10679940-L.jpg,7.99,1
"The art lesson","Tomie dePaola",0440840880,"Art","A book about art.",https://covers.openlibrary.org/b/id/5451180-L.jpg,1.99,3
"T.A.Z.","Peter Lamborn Wilson",3894080396,"Art","A book about art.",https://covers.openlibrary.org/b/id/714982-L.jpg,2.99,1
"Larry Rivers","Larry Rivers",0897972805,"Art","A book about art.",https://covers.openlibrary.org/b/id/5421326-L.jpg,2.99,2
"Isamu Noguchi","Noguchi, Isamu",0810936674,"Art","A book about art.",https://covers.openlibrary.org/b/id/4704430-L.jpg,3.99,1
"Max Klinger","Max Klinger",1904864104,"Art","A book about art.",https://covers.openlibrary.org/b/id/2199322-L.jpg,7.99,2
"Olafur Eliasson","Olafur Eliasson",0262731487,"Art","A book about art.",https://covers.openlibrary.org/b/id/5310903-L.jpg,5.99,1
"Art and the Creative Unconscious","Erich Neumann",0691017735,"Art","A book about art.",https://covers.openlibrary.org/b/id/4622928-L.jpg,2.99,1
"Graham Sutherland","Graham Sutherland",0847801160,"Art","A book about art.",https://covers.openlibrary.org/b/id/4780254-L.jpg,7.99,2
"Peter Doig","Doig, Peter",9781854377,"Art","A book about art.",https://covers.openlibrary.org/b/id/1034753-L.jpg,3.99,1
"The natural way to draw","Kimon Nicolaïdes",0395080487,"Art","A book about art.",https://covers.openlibrary.org/b/id/4491312-L.jpg,1.99,1
"Rainer Fetting","Rainer Fetting",3875843134,"Art","A book about art.",https://covers.openlibrary.org/b/id/2260134-L.jpg,3.99,2
"The Careful Use of Compliments","Alexander McCall Smith",9782762129,"Art","A book about art.",https://covers.openlibrary.org/b/id/2849119-L.jpg,5.99,1
"Gardner's Art Through the Ages","Fred S. Kleiner",0495004782,"Art","A book about art.",https://covers.openlibrary.org/b/id/364829-L.jpg,9.99,3
"Mike Kelley","Kelley, Mike",8489771804,"Art","A book about art.",https://covers.openlibrary.org/b/id/2237601-L.jpg,3.99,2
"Ancient, Medieval, and Non-European Art","Helen Gardner",0155037633,"Art","A book about art.",https://covers.openlibrary.org/b/id/7372398-L.jpg,4.99,3
"Robert Indiana","Robert Indiana",8461108973,"Art","A book about art.",https://covers.openlibrary.org/b/id/10642036-L.jpg,3.99,7
"The Eve of St Venus","Anthony Burgess",0099416808,"Art","A book about art.",https://covers.openlibrary.org/b/id/893496-L.jpg,9.99,4
"Salvador Dalí","Salvador Dalí",2858500320,"Art","A book about art.",https://covers.openlibrary.org/b/id/4370303-L.jpg,1.99,1
"Janson's history of art","H. W. Janson",9780133878,"Art","A book about art.",https://covers.openlibrary.org/b/id/89101-L.jpg,2.99,1
"The Psychology of Everyday Things","Donald A. Norman",0465067093,"Art","A book about art.",https://covers.openlibrary.org/b/id/10007224-L.jpg,1.99,18
"Salvador Dalí, 1904-1989","Robert Descharnes",3822812099,"Art","A book about art.",https://covers.openlibrary.org/b/id/5415779-L.jpg,2.99,4
"Richard Pousette-Dart","Richard Pousette-Dart",8876241558,"Art","A book about art.",https://covers.openlibrary.org/b/id/5488229-L.jpg,4.99,4
"Ways of Seeing","John Berger",0140135154,"Art","A book about art.",https://covers.openlibrary.org/b/id/95272-L.jpg,2.99,1
"Como agua para chocolate","Laura Esquivel",8501154423,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8372632-L.jpg,1.99,3
"On Cooking","Sarah R. Labensky",9780138009,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/92630-L.jpg,3.99,3
"מיכאל שלי","עמוס עוז",0701117869,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4521393-L.jpg,1.99,3
"The South Beach diet","Arthur Agatston",9685961867,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10679929-L.jpg,2.99,1
"Fit for Life","Marilyn Diamond",8085572214,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6688167-L.jpg,2.99,6
"Growing Vegetable Soup","Lois Ehlert",0439130778,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10768249-L.jpg,2.99,2
"Pancakes, pancakes!","Eric Carle",9781442473,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/435008-L.jpg,2.99,1
"Bt-Diet for Sml Planet","Frances Moore Lappé",0345247116,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/13854853-L.jpg,4.99,2
"On baking","Sarah R. Labensky",9780131579,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/90882-L.jpg,4.99,1
"Omnivore's Dilemma. A Natural History of Four Meals","Michael Pollan",9788499927,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8596706-L.jpg,2.99,2
"Great Dishes of the World","Robert Carrier",0894791346,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10172316-L.jpg,9.99,3
"A heartbreaking work of staggering genius","Dave Eggers",8804501359,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8300013-L.jpg,4.99,2
"Guide to good food","Velda L. Largen",0870062727,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10679920-L.jpg,7.99,1
"Granny Torrelli Makes Soup","Sharon Creech",0747563101,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10407852-L.jpg,3.99,17
"Feed me! I'm yours","Vicki Lansky",8497771443,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6498487-L.jpg,4.99,4
"Larousse gastronomique","Montagné, Prosper",0600615766,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/322264-L.jpg,1.99,2
"Advanced nutrition","Carolyn D. Berdanier",1420055526,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1598836-L.jpg,5.99,3
"Le répertoire de la cuisine","Louis Saulnier",0812051092,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9248006-L.jpg,4.99,2
"Let's cook it right.","Adelle Davis",0151501661,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6525034-L.jpg,3.99,3
"Supercook","Marye Cameron-Smith",0856855421,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/12864261-L.jpg,2.99,2
"Cooking Basics for Dummies","Bryan Miller",9780764572,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/522576-L.jpg,9.99,3
"Comfort Me with Apples","Ruth Reichl",0783895941,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4724463-L.jpg,2.99,4
"Bloomsbury Kitchen Library","Bloomsbury Kitchen",1854715526,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10442477-L.jpg,9.99,3
"Garlic and Sapphires","Ruth Reichl",0143036610,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/227477-L.jpg,5.99,3
"Real fast food","Nigel Slater",0718135776,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/675152-L.jpg,1.99,2
"The popcorn book","Tomie dePaola",0823410587,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4729531-L.jpg,3.99,1
"Alice of old Vincennes","Maurice Thompson",0665938292,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/5588689-L.jpg,4.99,3
"Icarus","Russell Andrews",0751531545,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/242041-L.jpg,3.99,2
"Step-By-Step Practical Recipes","Gina Steer",9780857758,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10631178-L.jpg,2.99,1
"Feast for 10","Cathryn Falwell",9780618442,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2542361-L.jpg,3.99,1
"The Professional Chef's Techniques of Healthy Cooking","Culinary Institute of America.",0470052325,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/303494-L.jpg,4.99,3
"Family cookbook","Isabella Beeton",0706342615,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1345001-L.jpg,9.99,6
"Delights and Prejudices (On Food)","James Beard",9780760702,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4713027-L.jpg,7.99,1
"Foods","Margaret McWilliams",0023798203,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1102024-L.jpg,5.99,1
"The Apprentice","Jacques Pépin",9780618197,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1471437-L.jpg,3.99,2
"Tasting the past","Jacqui Wood",9780752447,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/13063840-L.jpg,4.99,2
"Chef Express","Trident Press International",1582796734,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1945175-L.jpg,7.99,1
"The Cooking of South-West France","Paula Wolfert",0385274637,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/947891-L.jpg,4.99,5
"A Treasury of Great Recipes","Mary Grant Price",1606600729,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6625388-L.jpg,9.99,7
"Girlosophy","Anthea Paul",9781741140,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6806247-L.jpg,5.99,1
"Practical cookery","Victor Ceserani",0713105097,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8406259-L.jpg,3.99,1
"Dying for Chocolate (Goldy Bear Culinary Mystery #2)","Diane Mott Davidson",9780553085,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/3700430-L.jpg,5.99,3
"The Magic School Bus Gets Baked in a Cake","Linda Ward Beech",0606078207,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/383209-L.jpg,5.99,2
"The theory of catering","Ronald Kinton",0713117818,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1185092-L.jpg,9.99,6
"Vegetables","Nancy Dickmann",9780431009,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9893259-L.jpg,4.99,7
"""How to Roast a Chicken"" and Other Stories","Simon Hopkinson",9781401308,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/68015-L.jpg,3.99,3
"Cookbook","Betty Crocker",0307098001,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4098526-L.jpg,1.99,15
"Food for Today","Helen Kowtaluk",9780026430,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4103881-L.jpg,2.99,2
"Glutton for punishment","Cecile Lamalle",0446609374,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/287159-L.jpg,3.99,12
"Table for Two (Lessons Learned / Summer Desserts)","Nora Roberts",9780373620,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/541030-L.jpg,2.99,3
"New Professional Chef","Culinary Institute of America.",0471286796,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4641904-L.jpg,3.99,2
"Science Experiments You Can Eat","Vicki Cobb",0397318502,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4523187-L.jpg,4.99,4
"Maccabee meals","Judyth Saypol Groner",9780761351,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/9556196-L.jpg,9.99,1
"Larousse of Gastronomy","Joël Robuchon",9788480169,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/965148-L.jpg,3.99,15
"The cure for death by lightning","Gail Anderson-Dargatz",1860490360,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/243790-L.jpg,3.99,1
"How to Cook Everything","Mark Bittman",0028610105,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/307073-L.jpg,4.99,5
"Encyclopedia Brown takes the cake!","Donald J. Sobol",0590445766,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4278485-L.jpg,3.99,5
"Vegetal Como Eres","Saxton Freymann",0439216966,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/1321910-L.jpg,3.99,6
"Bone in the throat","Anthony Bourdain",9781841950,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/843892-L.jpg,9.99,1
"The Best of Gourmet","Gourmet Magazine Editors",0679400680,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6782245-L.jpg,9.99,1
"The art of eating","M. F. K. Fisher",0394713990,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/14211-L.jpg,5.99,3
"Culinary Classics and Improvisations","Michael Field",0880010169,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/6882903-L.jpg,2.99,3
"The Book of Salt","Monique T. D. Truong",9780618446,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/394083-L.jpg,4.99,1
"Roald Dahl's Revolting Recipes","Josie Fison",0670858366,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8315290-L.jpg,4.99,7
"The Gene Revolution","Sakiko Fukuda-Parr",9781844074,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/2028582-L.jpg,3.99,1
"Diabetes cookbook for dummies","Alan L. Rubin",0764584502,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/522923-L.jpg,7.99,5
"Scrambled Eggs Super!","Dr. Seuss",9780394800,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/4616437-L.jpg,5.99,3
"Chef's Book of Formulas, Yields and Sizes","Arno Schmidt",0442318359,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/302234-L.jpg,7.99,4
"The chef's compendium of professional recipes","Fuller, John",0750604905,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/493267-L.jpg,1.99,1
"Mediterranean diet cookbook for dummies","Meri Raffetto",9781119404,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/14495719-L.jpg,3.99,2
"Cooking and Eating","Rebecca Rissman",9781406271,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/10413894-L.jpg,3.99,2
"Professional cooking","Wayne Gisslen",0471082481,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/306204-L.jpg,3.99,6
"Cooked","Michael Pollan",9781846147,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/8322590-L.jpg,1.99,6
"Lovers' cookbook","Norman Douglas",1879904012,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/843950-L.jpg,1.99,1
"The James Beard cookbook","James Beard",0525136215,"Cooking","A book about cooking.",https://covers.openlibrary.org/b/id/813352-L.jpg,3.99,3
